Time,DeviceId,Sensor,Value
1655512799,G,Temperature,23.01499938964844
1655512799,G,Humidity,44.373001556396474
1655512799,G,Pressure,101453.0
1655512799,G,Gas,605.1400146484375
1655512799,G,Accelerometer,0.0
1655512799,G,Light,1386.0
1655512799,G,MIC,3.0
1655512799,G,RSSI,78.0
1655512799,A,Temperature,22.73500061035156
1655512799,A,Humidity,44.538998107910146
1655512799,A,Pressure,101423.0
1655512799,A,Gas,647.6849975585938
1655512799,A,Accelerometer,0.0
1655512799,A,Light,33.0
1655512799,A,MIC,3.0
1655512799,A,RSSI,72.0
1655512800,D,Temperature,22.404999237060547
1655512800,D,Humidity,44.23500061035156
1655512800,D,Pressure,101453.0
1655512800,D,Gas,1562.1590576171875
1655512800,D,Accelerometer,0.0
1655512800,D,Light,21.0
1655512800,D,MIC,3.0
1655512800,D,RSSI,58.0
1655512804,B,Temperature,22.82500076293945
1655512804,B,Humidity,44.62699890136719
1655512804,B,Pressure,101391.0
1655512804,B,Gas,564.0650024414062
1655512804,B,Accelerometer,0.0
1655512804,B,Light,0.0
1655512804,B,MIC,3.0
1655512804,B,RSSI,69.0
1655512804,C,Temperature,21.895000915527344
1655512804,C,Humidity,45.05199813842773
1655512804,C,Pressure,101440.0
1655512804,C,Gas,599.8720092773438
1655512804,C,Accelerometer,0.0
1655512804,C,Light,880.0
1655512804,C,MIC,3.0
1655512804,C,RSSI,76.0
1655512806,E,Temperature,22.28500030517578
1655512806,E,Humidity,44.51799819946289
1655512806,E,Pressure,101424.0
1655512806,E,Gas,931.8389892578124
1655512806,E,Accelerometer,0.0
1655512806,E,Light,2467.0
1655512806,E,MIC,3.0
1655512806,E,RSSI,81.0
1655512809,F,Temperature,22.715000610351566
1655512809,F,Humidity,43.60799835205078
1655512809,F,Pressure,101461.0
1655512809,F,Gas,991.0819702148438
1655512809,F,Accelerometer,0.0
1655512809,F,Light,0.0
1655512809,F,MIC,3.0
1655512809,F,RSSI,72.0
1655512809,G,Temperature,22.984999160766602
1655512809,G,Humidity,44.42100143432617
1655512809,G,Pressure,101451.0
1655512809,G,Gas,606.4320068359375
1655512809,G,Accelerometer,0.0
1655512809,G,Light,1384.0
1655512809,G,MIC,3.0
1655512809,G,RSSI,78.0
1655512810,A,Temperature,22.70500038146973
1655512810,A,Humidity,44.522999267578115
1655512810,A,Pressure,101423.0
1655512810,A,Gas,640.6649780273438
1655512810,A,Accelerometer,0.0
1655512810,A,Light,33.0
1655512810,A,MIC,3.0
1655512810,A,RSSI,71.0
1655512810,D,Temperature,22.404999237060547
1655512810,D,Humidity,44.236000518798825
1655512810,D,Pressure,101448.0
1655512810,D,Gas,1557.595947265625
1655512810,D,Accelerometer,0.0
1655512810,D,Light,20.0
1655512810,D,MIC,3.0
1655512810,D,RSSI,58.0
1655512814,B,Temperature,22.82500076293945
1655512814,B,Humidity,44.598000030517575
1655512814,B,Pressure,101389.0
1655512814,B,Gas,561.1110229492189
1655512814,B,Accelerometer,0.0
1655512814,B,Light,0.0
1655512814,B,MIC,3.0
1655512814,B,RSSI,68.0
1655512814,C,Temperature,21.895000915527344
1655512814,C,Humidity,45.06000137329102
1655512814,C,Pressure,101446.0
1655512814,C,Gas,599.5650024414062
1655512814,C,Accelerometer,0.0
1655512814,C,Light,872.0
1655512814,C,MIC,3.0
1655512814,C,RSSI,77.0
1655512816,E,Temperature,22.28500030517578
1655512816,E,Humidity,44.54100036621094
1655512816,E,Pressure,101425.0
1655512816,E,Gas,929.4630126953124
1655512816,E,Accelerometer,0.0
1655512816,E,Light,2469.0
1655512816,E,MIC,3.0
1655512816,E,RSSI,81.0
1655512819,F,Temperature,22.7250008392334
1655512819,F,Humidity,43.593998413085934
1655512819,F,Pressure,101459.0
1655512819,F,Gas,966.6190185546876
1655512819,F,Accelerometer,0.0
1655512819,F,Light,0.0
1655512819,F,MIC,3.0
1655512819,F,RSSI,72.0
1655512819,G,Temperature,22.99499938964844
1655512819,G,Humidity,44.42499923706055
1655512819,G,Pressure,101446.0
1655512819,G,Gas,605.7529907226562
1655512819,G,Accelerometer,0.0
1655512819,G,Light,1392.0
1655512819,G,MIC,3.0
1655512819,G,RSSI,78.0
1655512820,A,Temperature,22.715000610351566
1655512820,A,Humidity,44.52499816894531
1655512820,A,Pressure,101424.0
