Time,DeviceId,Sensor,Value
1653920720,A,Temperature,23.065000534057607
1653920720,A,Humidity,35.67499923706055
1653920720,A,Pressure,100633.0
1653920720,A,Gas,505.4800109863281
1653920720,A,Accelerometer,0.0
1653920720,A,Light,2495.0
1653920720,A,MIC,2.0
1653920720,A,RSSI,73.0
1653920723,E,Temperature,22.69499969482422
1653920723,E,Humidity,34.49499893188477
1653920723,E,Pressure,100634.0
1653920723,E,Gas,500.0
1653920723,E,Accelerometer,0.0
1653920723,E,Light,6016.0
1653920723,E,MIC,2.0
1653920723,E,RSSI,88.0
1653920725,C,Temperature,24.22500038146973
1653920725,C,Humidity,33.61600112915039
1653920725,C,Pressure,100650.0
1653920725,C,Gas,531.5850219726561
1653920725,C,Accelerometer,0.0
1653920725,C,Light,5066.0
1653920725,C,MIC,3.0
1653920725,C,RSSI,83.0
1653920726,F,Temperature,22.55500030517578
1653920726,F,Humidity,35.29199981689453
1653920726,F,Pressure,100673.0
1653920726,F,Gas,855.135986328125
1653920726,F,Accelerometer,0.0
1653920726,F,Light,2177.0
1653920726,F,MIC,3.0
1653920726,F,RSSI,66.0
1653920726,D,Temperature,22.614999771118164
1653920726,D,Humidity,34.65800094604492
1653920726,D,Pressure,100665.0
1653920726,D,Gas,504.9129943847656
1653920726,D,Accelerometer,0.0
1653920726,D,Light,2547.0
1653920726,D,MIC,2.0
1653920726,D,RSSI,61.0
1653920726,H,Temperature,22.38599967956543
1653920726,H,Humidity,33.823001861572266
1653920726,H,Pressure,100655.0
1653920726,H,Gas,626.344970703125
1653920726,H,Accelerometer,0.0
1653920726,H,Light,3684.0
1653920726,H,IR,0.0
1653920726,H,MIC,3.0
1653920727,H,Temperature,22.38599967956543
1653920727,H,Humidity,33.812999725341804
1653920727,H,Pressure,100655.0
1653920727,H,Gas,634.5089721679688
1653920727,H,Accelerometer,0.0
1653920727,H,Light,3680.0
1653920727,H,IR,0.0
1653920727,H,MIC,3.0
1653920728,H,Temperature,22.395999908447266
1653920728,H,Humidity,33.81399917602539
1653920728,H,Pressure,100655.0
1653920728,H,Gas,631.7169799804688
1653920728,H,Accelerometer,0.0
1653920728,H,Light,3678.0
1653920728,H,IR,0.0
1653920728,H,MIC,3.0
1653920730,A,Temperature,23.05500030517578
1653920730,A,Humidity,35.70800018310547
1653920730,A,Pressure,100631.0
1653920730,A,Gas,509.489990234375
1653920730,A,Accelerometer,0.0
1653920730,A,Light,2571.0
1653920730,A,MIC,2.0
1653920730,A,RSSI,73.0
1653920730,G,Temperature,23.125
1653920730,G,Humidity,35.38999938964844
1653920730,G,Pressure,100657.0
1653920730,G,Gas,500.0
1653920730,G,Accelerometer,0.0
1653920730,G,Light,1865.0
1653920730,G,MIC,2.0
1653920730,G,RSSI,84.0
1653920732,C,Temperature,24.23500061035156
1653920732,C,Humidity,33.57899856567383
1653920732,C,Pressure,100658.0
1653920732,C,Gas,533.3159790039061
1653920732,C,Accelerometer,0.0
1653920732,C,Light,6430.0
1653920732,C,MIC,3.0
1653920732,C,RSSI,83.0
1653920733,E,Temperature,22.69499969482422
1653920733,E,Humidity,34.48099899291992
1653920733,E,Pressure,100634.0
1653920733,E,Gas,500.0
1653920733,E,Accelerometer,0.0
1653920733,E,Light,5672.0
1653920733,E,MIC,2.0
1653920733,E,RSSI,88.0
1653920735,F,Temperature,22.55500030517578
1653920735,F,Humidity,35.28300094604492
1653920735,F,Pressure,100673.0
1653920735,F,Gas,877.0900268554688
1653920735,F,Accelerometer,0.0
1653920735,F,Light,2138.0
1653920735,F,MIC,3.0
1653920735,F,RSSI,66.0
1653920735,G,Temperature,23.125
1653920735,G,Humidity,35.36999893188477
1653920735,G,Pressure,100657.0
1653920735,G,Gas,500.9800109863281
1653920735,G,Accelerometer,0.0
1653920735,G,Light,1850.0
1653920735,G,MIC,2.0
1653920735,G,RSSI,89.0
1653920735,H,Temperature,22.395999908447266
1653920735,H,Humidity,33.78300094604492
1653920735,H,Pressure,100653.0
1653920735,H,Gas,624.708984375
1653920735,H,Accelerometer,0.0
1653920735,H,Light,3689.0
1653920735,H,IR,0.0
1653920735,H,MIC,3.0
1653920736,D,Temperature,22.625
1653920736,D,Humidity,34.64500045776367
1653920736,D,Pressure,100666.0
1653920736,D,Gas,506.2659912109375
1653920736,D,Accelerometer,0.0
1653920736,D,Light,2411.0
1653920736,D,MIC,2.0
1653920736,D,RSSI,61.0
1653920737,A,Temperature,23.05500030517578
1653920737,A,Humidity,35.68899917602539
1653920737,A,Pressure,100633.0
1653920737,A,Gas,501.7969970703125
1653920737,A,Accelerometer,0.0
1653920737,A,Light,2551.0
1653920737,A,MIC,2.0
1653920737,A,RSSI,75.0
1653920738,H,Temperature,22.38599967956543
1653920738,H,Humidity,33.803001403808594
1653920738,H,Pressure,100653.0
1653920738,H,Gas,620.6240234375
1653920738,H,Accelerometer,0.0
1653920738,H,Light,3699.0
1653920738,H,IR,0.0
1653920738,H,MIC,3.0
1653920738,H,Temperature,22.38599967956543
1653920738,H,Humidity,33.79600143432617
1653920738,H,Pressure,100655.0
1653920738,H,Gas,615.3280029296875
1653920738,H,Accelerometer,0.0
1653920738,H,Light,3710.0
1653920738,H,IR,0.0
1653920738,H,MIC,3.0
1653920739,H,Temperature,22.38599967956543
1653920739,H,Humidity,33.772998809814446
1653920739,H,Pressure,100655.0
1653920739,H,Gas,616.3280029296875
1653920739,H,Accelerometer,0.0
1653920739,H,Light,3713.0
1653920739,H,IR,0.0
1653920739,H,MIC,3.0
1653920741,C,Temperature,24.22500038146973
1653920741,C,Humidity,33.562999725341804
1653920741,C,Pressure,100652.0
1653920741,C,Gas,540.280029296875
1653920741,C,Accelerometer,0.0
1653920741,C,Light,6052.0
1653920741,C,MIC,3.0
1653920741,C,RSSI,83.0
1653920741,H,Temperature,22.395999908447266
1653920741,H,Humidity,33.72999954223633
1653920741,H,Pressure,100657.0
1653920741,H,Gas,616.5830078125
1653920741,H,Accelerometer,0.0
1653920741,H,Light,3705.0
1653920741,H,IR,0.0
1653920741,H,MIC,3.0
1653920743,E,Temperature,22.70499992370605
1653920743,E,Humidity,34.452999114990234
1653920743,E,Pressure,100638.0
1653920743,E,Gas,500.7569885253906
1653920743,E,Accelerometer,0.0
1653920743,E,Light,5940.0
1653920743,E,MIC,2.0
1653920743,E,RSSI,88.0
1653920745,H,Temperature,22.395999908447266
1653920745,H,Humidity,33.72100067138672
1653920745,H,Pressure,100655.0
1653920745,H,Gas,617.844970703125
1653920745,H,Accelerometer,0.0
1653920745,H,Light,3698.0
1653920745,H,IR,0.0
1653920745,H,MIC,3.0
1653920746,D,Temperature,22.63500022888184
1653920746,D,Humidity,34.57400131225586
1653920746,D,Pressure,100668.0
1653920746,D,Gas,506.84600830078125
1653920746,D,Accelerometer,0.0
1653920746,D,Light,2052.0
1653920746,D,MIC,2.0
1653920746,D,RSSI,67.0
1653920746,A,Temperature,23.05500030517578
1653920746,A,Humidity,35.72200012207031
1653920746,A,Pressure,100635.0
1653920746,A,Gas,503.927001953125
1653920746,A,Accelerometer,0.0
1653920746,A,Light,2575.0
1653920746,A,MIC,2.0
1653920746,A,RSSI,75.0
1653920746,F,Temperature,22.55500030517578
1653920746,F,Humidity,35.27199935913086
1653920746,F,Pressure,100673.0
1653920746,F,Gas,876.5859985351562
1653920746,F,Accelerometer,0.0
1653920746,F,Light,2252.0
1653920746,F,MIC,3.0
1653920746,F,RSSI,66.0
1653920747,G,Temperature,23.125
1653920747,G,Humidity,35.374000549316406
1653920747,G,Pressure,100657.0
1653920747,G,Gas,501.656005859375
1653920747,G,Accelerometer,0.0
1653920747,G,Light,1881.0
1653920747,G,MIC,2.0
1653920747,G,RSSI,89.0
1653920749,H,Temperature,22.38599967956543
1653920749,H,Humidity,33.694000244140625
1653920749,H,Pressure,100655.0
1653920749,H,Gas,617.39599609375
1653920749,H,Accelerometer,0.0
1653920749,H,Light,3698.0
1653920749,H,IR,0.0
1653920749,H,MIC,3.0
1653920751,H,Temperature,22.38599967956543
1653920751,H,Humidity,33.687000274658196
1653920751,H,Pressure,100655.0
1653920751,H,Gas,617.18798828125
1653920751,H,Accelerometer,0.0
1653920751,H,Light,3706.0
1653920751,H,IR,0.0
1653920751,H,MIC,3.0
1653920751,C,Temperature,24.23500061035156
1653920751,C,Humidity,33.55099868774414
1653920751,C,Pressure,100660.0
1653920751,C,Gas,538.2009887695311
1653920751,C,Accelerometer,0.0
1653920751,C,Light,5073.0
1653920751,C,MIC,3.0
1653920751,C,RSSI,83.0
1653920753,H,Temperature,22.395999908447266
1653920753,H,Humidity,33.652999877929695
1653920753,H,Pressure,100657.0
1653920753,H,Gas,616.6229858398438
1653920753,H,Accelerometer,0.0
1653920753,H,Light,3703.0
1653920753,H,IR,0.0
1653920753,H,MIC,3.0
1653920753,E,Temperature,22.70499992370605
1653920753,E,Humidity,34.458999633789055
1653920753,E,Pressure,100636.0
1653920753,E,Gas,501.12701416015625
1653920753,E,Accelerometer,0.0
1653920753,E,Light,5774.0
1653920753,E,MIC,2.0
1653920753,E,RSSI,68.0
1653920755,F,Temperature,22.55500030517578
1653920755,F,Humidity,35.255001068115234
