Time,DeviceId,Sensor,Value
1650495875,H,Temperature,22.80500030517578
1650495875,H,Humidity,29.34900093078613
1650495875,H,Pressure,100883.0
1650495875,H,Gas,5749.37109375
1650495875,H,Accelerometer,0.0
1650495875,H,Light,1.0
1650495875,H,MIC,3.0
1650495875,H,RSSI,89.0
1650495876,G,Temperature,22.2549991607666
1650495876,G,Humidity,32.763999938964844
1650495876,G,Pressure,100889.0
1650495876,G,Gas,2662.597900390625
1650495876,G,Accelerometer,0.0
1650495876,G,Light,14.0
1650495876,G,MIC,3.0
1650495876,G,RSSI,88.0
1650495877,C,Temperature,22.13500022888184
1650495877,C,Humidity,31.67700004577637
1650495877,C,Pressure,100882.0
1650495877,C,Gas,683.9299926757812
1650495877,C,Accelerometer,0.0
1650495877,C,Light,12.0
1650495877,C,MIC,3.0
1650495877,C,RSSI,79.0
1650495877,B,Temperature,22.55500030517578
1650495877,B,Humidity,31.638999938964844
1650495877,B,Pressure,100826.0
1650495877,B,Gas,7134.7041015625
1650495877,B,Accelerometer,0.0
1650495877,B,Light,0.0
1650495877,B,MIC,3.0
1650495877,B,RSSI,93.0
1650495878,F,Temperature,22.625
1650495878,F,Humidity,29.718000411987305
1650495878,F,Pressure,100903.0
1650495878,F,Gas,576.6699829101562
1650495878,F,Accelerometer,0.0
1650495878,F,Light,3.0
1650495878,F,MIC,3.0
1650495878,F,RSSI,82.0
1650495883,D,Temperature,23.184999465942386
1650495883,D,Humidity,29.10300064086914
1650495883,D,Pressure,100893.0
1650495883,D,Gas,4399.80908203125
1650495883,D,Accelerometer,0.0
1650495883,D,Light,0.0
1650495883,D,MIC,3.0
1650495883,D,RSSI,52.0
1650495884,E,Temperature,22.645000457763672
1650495884,E,Humidity,30.018999099731445
1650495884,E,Pressure,100870.0
1650495884,E,Gas,4860.09912109375
1650495884,E,Accelerometer,0.0
1650495884,E,Light,1.0
1650495884,E,MIC,3.0
1650495884,E,RSSI,72.0
1650495884,A,Temperature,22.405000686645508
1650495884,A,Humidity,32.351001739501946
1650495884,A,Pressure,100861.0
1650495884,A,Gas,1204.0589599609375
1650495884,A,Accelerometer,0.0
1650495884,A,Light,9.0
1650495884,A,MIC,3.0
1650495884,A,RSSI,82.0
1650495886,H,Temperature,22.795000076293945
1650495886,H,Humidity,29.3700008392334
1650495886,H,Pressure,100885.0
1650495886,H,Gas,5749.6201171875
1650495886,H,Accelerometer,0.0
1650495886,H,Light,1.0
1650495886,H,MIC,3.0
1650495886,H,RSSI,89.0
1650495886,G,Temperature,22.2549991607666
1650495886,G,Humidity,32.75600051879883
1650495886,G,Pressure,100893.0
1650495886,G,Gas,2667.547119140625
1650495886,G,Accelerometer,0.0
1650495886,G,Light,14.0
1650495886,G,MIC,3.0
1650495886,G,RSSI,88.0
1650495888,C,Temperature,22.125
1650495888,C,Humidity,31.72100067138672
1650495888,C,Pressure,100882.0
1650495888,C,Gas,690.8109741210938
1650495888,C,Accelerometer,0.0
1650495888,C,Light,12.0
1650495888,C,MIC,3.0
1650495888,C,RSSI,79.0
1650495888,F,Temperature,22.625
1650495888,F,Humidity,29.71999931335449
1650495888,F,Pressure,100903.0
1650495888,F,Gas,585.6019897460938
1650495888,F,Accelerometer,0.0
1650495888,F,Light,3.0
1650495888,F,MIC,3.0
1650495888,F,RSSI,82.0
1650495889,B,Temperature,22.545000076293945
1650495889,B,Humidity,31.68899917602539
1650495889,B,Pressure,100826.0
1650495889,B,Gas,7130.7509765625
1650495889,B,Accelerometer,0.0
1650495889,B,Light,0.0
1650495889,B,MIC,3.0
1650495889,B,RSSI,93.0
1650495893,D,Temperature,23.184999465942386
1650495893,D,Humidity,29.12800025939941
1650495893,D,Pressure,100893.0
1650495893,D,Gas,4385.31689453125
1650495893,D,Accelerometer,0.0
1650495893,D,Light,0.0
1650495893,D,MIC,3.0
1650495893,D,RSSI,52.0
1650495894,E,Temperature,22.625
1650495894,E,Humidity,30.040000915527344
1650495894,E,Pressure,100866.0
1650495894,E,Gas,4849.10595703125
1650495894,E,Accelerometer,0.0
1650495894,E,Light,1.0
1650495894,E,MIC,3.0
1650495894,E,RSSI,72.0
1650495896,H,Temperature,22.80500030517578
1650495896,H,Humidity,29.36000061035156
1650495896,H,Pressure,100883.0
1650495896,H,Gas,5739.7998046875
1650495896,H,Accelerometer,0.0
1650495896,H,Light,1.0
1650495896,H,MIC,3.0
1650495896,H,RSSI,89.0
1650495896,G,Temperature,22.2549991607666
1650495896,G,Humidity,32.75400161743164
1650495896,G,Pressure,100889.0
1650495896,G,Gas,2659.552978515625
1650495896,G,Accelerometer,0.0
1650495896,G,Light,14.0
1650495896,G,MIC,3.0
1650495896,G,RSSI,88.0
1650495896,A,Temperature,22.415000915527344
1650495896,A,Humidity,32.330001831054695
1650495896,A,Pressure,100863.0
1650495896,A,Gas,1189.5830078125
1650495896,A,Accelerometer,0.0
1650495896,A,Light,9.0
1650495896,A,MIC,3.0
1650495896,A,RSSI,82.0
1650495897,B,Temperature,22.55500030517578
1650495897,B,Humidity,31.66399955749512
1650495897,B,Pressure,100828.0
1650495897,B,Gas,7119.89599609375
1650495897,B,Accelerometer,0.0
1650495897,B,Light,0.0
1650495897,B,MIC,3.0
1650495897,B,RSSI,93.0
1650495897,C,Temperature,22.13500022888184
1650495897,C,Humidity,31.65200042724609
1650495897,C,Pressure,100880.0
1650495897,C,Gas,679.4409790039062
1650495897,C,Accelerometer,0.0
1650495897,C,Light,12.0
1650495897,C,MIC,3.0
1650495897,C,RSSI,79.0
1650495898,F,Temperature,22.625
1650495898,F,Humidity,29.73600006103516
1650495898,F,Pressure,100907.0
1650495898,F,Gas,575.531982421875
1650495898,F,Accelerometer,0.0
1650495898,F,Light,3.0
1650495898,F,MIC,3.0
1650495898,F,RSSI,82.0
1650495903,D,Temperature,23.184999465942386
1650495903,D,Humidity,29.08099937438965
1650495903,D,Pressure,100891.0
1650495903,D,Gas,4381.36376953125
1650495903,D,Accelerometer,0.0
1650495903,D,Light,0.0
1650495903,D,MIC,3.0
1650495903,D,RSSI,52.0
1650495904,E,Temperature,22.63500022888184
1650495904,E,Humidity,30.02799987792969
1650495904,E,Pressure,100868.0
1650495904,E,Gas,4835.93701171875
1650495904,E,Accelerometer,0.0
