Time,DeviceId,Sensor,Value
1648289688,E,Temperature,21.45499992370605
1648289688,E,Humidity,27.666000366210927
1648289688,E,Pressure,102798.0
1648289688,E,Gas,837.22900390625
1648289688,E,Accelerometer,0.0
1648289688,E,Light,5340.0
1648289688,E,MIC,3.0
1648289688,E,RSSI,72.0
1648289689,G,Temperature,23.34499931335449
1648289689,G,Humidity,26.084999084472656
1648289689,G,Pressure,102809.0
1648289689,G,Gas,555.5159912109375
1648289689,G,Accelerometer,0.0
1648289689,G,Light,1667.0
1648289689,G,MIC,3.0
1648289689,G,RSSI,85.0
1648289689,D,Temperature,21.95499992370605
1648289689,D,Humidity,26.645000457763672
1648289689,D,Pressure,102814.0
1648289689,D,Gas,2253.12890625
1648289689,D,Accelerometer,0.0
1648289689,D,Light,2713.0
1648289689,D,MIC,3.0
1648289689,D,RSSI,58.0
1648289690,B,Temperature,23.26499938964844
1648289690,B,Humidity,26.51799964904785
1648289690,B,Pressure,102756.0
1648289690,B,Gas,655.5369873046875
1648289690,B,Accelerometer,0.0
1648289690,B,Light,23.0
1648289690,B,MIC,3.0
1648289690,B,RSSI,87.0
1648289691,C,Temperature,23.895000457763672
1648289691,C,Humidity,25.30500030517578
1648289691,C,Pressure,102805.0
1648289691,C,Gas,894.5989990234375
1648289691,C,Accelerometer,0.0
1648289691,C,Light,3129.0
1648289691,C,MIC,3.0
1648289691,C,RSSI,85.0
1648289692,A,Temperature,23.114999771118164
1648289692,A,Humidity,26.415000915527344
1648289692,A,Pressure,102784.0
1648289692,A,Gas,680.7639770507812
1648289692,A,Accelerometer,0.0
1648289692,A,Light,185.0
1648289692,A,MIC,3.0
1648289692,A,RSSI,77.0
1648289692,F,Temperature,23.01499938964844
1648289692,F,Humidity,25.757999420166016
1648289692,F,Pressure,102831.0
1648289692,F,Gas,996.2960205078124
1648289692,F,Accelerometer,0.0
1648289692,F,Light,1113.0
1648289692,F,MIC,3.0
1648289692,F,RSSI,76.0
1648289693,H,Temperature,24.104999542236328
1648289693,H,Humidity,23.93000030517578
1648289693,H,Pressure,102805.0
1648289693,H,Gas,1737.4169921875
1648289693,H,Accelerometer,0.0
1648289693,H,Light,35.0
1648289693,H,MIC,3.0
1648289693,H,RSSI,86.0
1648289698,E,Temperature,21.45499992370605
1648289698,E,Humidity,27.645000457763672
1648289698,E,Pressure,102798.0
1648289698,E,Gas,833.2050170898438
1648289698,E,Accelerometer,0.0
1648289698,E,Light,5348.0
1648289698,E,MIC,3.0
1648289698,E,RSSI,72.0
1648289699,G,Temperature,23.34499931335449
1648289699,G,Humidity,26.09600067138672
1648289699,G,Pressure,102809.0
1648289699,G,Gas,548.4169921875
1648289699,G,Accelerometer,0.0
1648289699,G,Light,1673.0
1648289699,G,MIC,3.0
1648289699,G,RSSI,85.0
1648289699,D,Temperature,21.95499992370605
1648289699,D,Humidity,26.64699935913086
1648289699,D,Pressure,102816.0
1648289699,D,Gas,2259.799072265625
1648289699,D,Accelerometer,0.0
1648289699,D,Light,2715.0
1648289699,D,MIC,3.0
1648289699,D,RSSI,58.0
1648289700,B,Temperature,23.26499938964844
1648289700,B,Humidity,26.52199935913086
1648289700,B,Pressure,102754.0
1648289700,B,Gas,657.2160034179688
1648289700,B,Accelerometer,0.0
1648289700,B,Light,23.0
1648289700,B,MIC,3.0
1648289700,B,RSSI,87.0
1648289701,C,Temperature,23.934999465942386
1648289701,C,Humidity,25.250999450683594
1648289701,C,Pressure,102808.0
1648289701,C,Gas,899.9459838867188
1648289701,C,Accelerometer,0.0
1648289701,C,Light,3110.0
1648289701,C,MIC,3.0
