Time,DeviceId,Sensor,Value
1655136746,D,Temperature,22.57500076293945
1655136746,D,Humidity,32.65200042724609
1655136746,D,Pressure,100686.0
1655136746,D,Gas,732.5349731445312
1655136746,D,Accelerometer,0.0
1655136746,D,Light,563.0
1655136746,D,MIC,3.0
1655136746,D,RSSI,62.0
1655136747,H,Temperature,22.13599967956543
1655136747,H,Humidity,32.71899841308593
1655136747,H,Pressure,100680.0
1655136747,H,Gas,1590.9560546875
1655136747,H,Accelerometer,0.0
1655136747,H,Light,1395.0
1655136747,H,IR,0.0
1655136747,H,MIC,3.0
1655136747,H,Temperature,22.11599967956543
1655136747,H,Humidity,32.74499893188477
1655136747,H,Pressure,100672.0
1655136747,H,Gas,1587.2330322265625
1655136747,H,Accelerometer,0.0
1655136747,H,Light,1399.0
1655136747,H,IR,0.0
1655136747,H,MIC,3.0
1655136748,G,Temperature,23.125000457763672
1655136748,G,Humidity,33.79800033569336
1655136748,G,Pressure,100680.0
1655136748,G,Gas,571.9940185546875
1655136748,G,Accelerometer,0.0
1655136748,G,Light,1497.0
1655136748,G,MIC,3.0
1655136748,G,RSSI,79.0
1655136748,H,Temperature,22.13599967956543
1655136748,H,Humidity,32.73400115966797
1655136748,H,Pressure,100680.0
1655136748,H,Gas,1587.5560302734375
1655136748,H,Accelerometer,0.0
1655136748,H,Light,1397.0
1655136748,H,IR,0.0
1655136748,H,MIC,3.0
1655136748,A,Temperature,23.11500022888184
1655136748,A,Humidity,34.067001342773445
1655136748,A,Pressure,100653.0
1655136748,A,Gas,533.093017578125
1655136748,A,Accelerometer,0.0
1655136748,A,Light,2366.0
1655136748,A,MIC,3.0
1655136748,A,RSSI,78.0
1655136752,C,Temperature,23.47500038146973
1655136752,C,Humidity,32.95000122070312
1655136752,C,Pressure,100678.0
1655136752,C,Gas,499.0
1655136752,C,Accelerometer,0.0
1655136752,C,Light,1693.0
1655136752,C,MIC,2.0
1655136752,C,RSSI,78.0
1655136753,E,Temperature,22.49499938964844
1655136753,E,Humidity,32.86899993896484
1655136753,E,Pressure,100663.0
1655136753,E,Gas,998.9400024414062
1655136753,E,Accelerometer,0.0
1655136753,E,Light,3728.0
1655136753,E,MIC,3.0
1655136753,E,RSSI,72.0
1655136754,H,Temperature,22.145999908447266
1655136754,H,Humidity,32.69300079345703
1655136754,H,Pressure,100677.0
1655136754,H,Gas,1597.0970458984375
1655136754,H,Accelerometer,0.0
1655136754,H,Light,1396.0
1655136754,H,IR,0.0
1655136754,H,MIC,3.0
1655136755,B,Temperature,21.9950008392334
1655136755,B,Humidity,35.071999053955075
1655136755,B,Pressure,100625.0
1655136755,B,Gas,659.1290283203125
1655136755,B,Accelerometer,0.0
1655136755,B,Light,9.0
1655136755,B,MIC,3.0
1655136755,B,RSSI,68.0
1655136755,H,Temperature,22.145999908447266
1655136755,H,Humidity,32.69499969482422
1655136755,H,Pressure,100676.0
1655136755,H,Gas,1588.696044921875
1655136755,H,Accelerometer,0.0
1655136755,H,Light,1394.0
1655136755,H,IR,0.0
1655136755,H,MIC,3.0
1655136756,D,Temperature,22.57500076293945
1655136756,D,Humidity,32.64400100708008
1655136756,D,Pressure,100688.0
1655136756,D,Gas,720.5989990234375
1655136756,D,Accelerometer,0.0
1655136756,D,Light,565.0
1655136756,D,MIC,3.0
1655136756,D,RSSI,61.0
1655136757,F,Temperature,22.565000534057614
1655136757,F,Humidity,33.0060009765625
1655136757,F,Pressure,100698.0
1655136757,F,Gas,507.9859924316406
1655136757,F,Accelerometer,0.0
1655136757,F,Light,231.0
1655136757,F,MIC,2.0
1655136757,F,RSSI,89.0
1655136757,G,Temperature,23.125000457763672
1655136757,G,Humidity,33.804000854492195
1655136757,G,Pressure,100680.0
1655136757,G,Gas,561.5150146484375
1655136757,G,Accelerometer,0.0
1655136757,G,Light,1494.0
1655136757,G,MIC,3.0
1655136757,G,RSSI,80.0
1655136757,A,Temperature,23.125
1655136757,A,Humidity,34.06100082397461
1655136757,A,Pressure,100652.0
1655136757,A,Gas,538.9650268554689
1655136757,A,Accelerometer,0.0
1655136757,A,Light,2369.0
1655136757,A,MIC,3.0
1655136757,A,RSSI,78.0
1655136760,H,Temperature,22.136000137329106
1655136760,H,Humidity,32.65100143432617
1655136760,H,Pressure,100681.0
1655136760,H,Gas,1592.39697265625
1655136760,H,Accelerometer,0.0
1655136760,H,Light,1398.0
1655136760,H,IR,0.0
1655136760,H,MIC,3.0
1655136760,H,Temperature,22.145999908447266
1655136760,H,Humidity,32.669998168945305
1655136760,H,Pressure,100677.0
1655136760,H,Gas,1591.4100341796875
1655136760,H,Accelerometer,0.0
1655136760,H,Light,1395.0
1655136760,H,IR,0.0
1655136760,H,MIC,3.0
1655136761,C,Temperature,23.45500038146973
1655136761,C,Humidity,32.966000061035146
1655136761,C,Pressure,100679.0
1655136761,C,Gas,497.0
1655136761,C,Accelerometer,0.0
1655136761,C,Light,1696.0
1655136761,C,MIC,2.0
1655136761,C,RSSI,79.0
1655136763,E,Temperature,22.5049991607666
1655136763,E,Humidity,32.924999237060554
1655136763,E,Pressure,100667.0
1655136763,E,Gas,1007.3150024414062
1655136763,E,Accelerometer,0.0
1655136763,E,Light,3733.0
1655136763,E,MIC,3.0
1655136763,E,RSSI,72.0
1655136766,B,Temperature,21.9950008392334
1655136766,B,Humidity,35.110000610351555
1655136766,B,Pressure,100630.0
1655136766,B,Gas,666.1069946289062
1655136766,B,Accelerometer,0.0
1655136766,B,Light,12.0
1655136766,B,MIC,3.0
1655136766,B,RSSI,69.0
1655136766,D,Temperature,22.55500076293945
1655136766,D,Humidity,32.648998718261716
1655136766,D,Pressure,100690.0
1655136766,D,Gas,726.3480224609375
1655136766,D,Accelerometer,0.0
1655136766,D,Light,562.0
1655136766,D,MIC,3.0
1655136766,D,RSSI,62.0
1655136766,H,Temperature,22.1560001373291
1655136766,H,Humidity,32.635998229980466
1655136766,H,Pressure,100685.0
1655136766,H,Gas,1589.376953125
1655136766,H,Accelerometer,0.0
1655136766,H,Light,1396.0
1655136766,H,IR,0.0
1655136766,H,MIC,3.0
1655136768,H,Temperature,22.1560001373291
1655136768,H,Humidity,32.65999984741211
1655136768,H,Pressure,100683.0
1655136768,H,Gas,1587.1529541015625
1655136768,H,Accelerometer,0.0
1655136768,H,Light,1393.0
1655136768,H,IR,0.0
1655136768,H,MIC,3.0
1655136768,G,Temperature,23.145000457763672
1655136768,G,Humidity,33.80500076293945
1655136768,G,Pressure,100687.0
1655136768,G,Gas,570.2210083007812
1655136768,G,Accelerometer,0.0
1655136768,G,Light,1490.0
1655136768,G,MIC,3.0
1655136768,G,RSSI,79.0
1655136768,A,Temperature,23.11500022888184
1655136768,A,Humidity,34.03099822998047
1655136768,A,Pressure,100656.0
1655136768,A,Gas,545.1010131835939
1655136768,A,Accelerometer,0.0
1655136768,A,Light,2360.0
1655136768,A,MIC,3.0
1655136768,A,RSSI,79.0
1655136769,H,Temperature,22.136000137329106
1655136769,H,Humidity,32.637001495361325
1655136769,H,Pressure,100682.0
1655136769,H,Gas,1588.64794921875
1655136769,H,Accelerometer,0.0
1655136769,H,Light,1396.0
1655136769,H,IR,0.0
1655136769,H,MIC,3.0
1655136770,B,Temperature,21.9750008392334
1655136770,B,Humidity,35.13399887084961
1655136770,B,Pressure,100629.0
1655136770,B,Gas,661.4509887695312
1655136770,B,Accelerometer,0.0
1655136770,B,Light,11.0
1655136770,B,MIC,3.0
1655136770,B,RSSI,68.0
1655136770,H,Temperature,22.1560001373291
1655136770,H,Humidity,32.63800048828125
1655136770,H,Pressure,100685.0
1655136770,H,Gas,1592.27001953125
1655136770,H,Accelerometer,0.0
1655136770,H,Light,1396.0
1655136770,H,IR,0.0
1655136770,H,MIC,3.0
1655136771,C,Temperature,23.47500038146973
1655136771,C,Humidity,32.95499847412109
1655136771,C,Pressure,100677.0
1655136771,C,Gas,497.0
1655136771,C,Accelerometer,0.0
1655136771,C,Light,1688.0
1655136771,C,MIC,2.0
1655136771,C,RSSI,77.0
1655136773,E,Temperature,22.484999160766602
1655136773,E,Humidity,32.889999847412106
1655136773,E,Pressure,100663.0
1655136773,E,Gas,1007.4450073242188
1655136773,E,Accelerometer,0.0
1655136773,E,Light,3728.0
1655136773,E,MIC,3.0
1655136773,E,RSSI,71.0
1655136774,H,Temperature,22.1560001373291
1655136774,H,Humidity,32.639999389648445
1655136774,H,Pressure,100683.0
1655136774,H,Gas,1590.970947265625
1655136774,H,Accelerometer,0.0
1655136774,H,Light,1398.0
1655136774,H,IR,0.0
1655136774,H,MIC,3.0
1655136775,F,Temperature,22.565000534057614
1655136775,F,Humidity,33.01900100708008
1655136775,F,Pressure,100696.0
1655136775,F,Gas,499.2650146484375
1655136775,F,Accelerometer,0.0
1655136775,F,Light,229.0
1655136775,F,MIC,2.0
1655136775,F,RSSI,89.0
1655136775,G,Temperature,23.145000457763672
1655136775,G,Humidity,33.79399917602539
1655136775,G,Pressure,100683.0
1655136775,G,Gas,568.4869995117188
1655136775,G,Accelerometer,0.0
1655136775,G,Light,1493.0
1655136775,G,MIC,3.0
1655136775,G,RSSI,79.0
1655136776,D,Temperature,22.55500076293945
1655136776,D,Humidity,32.66699981689453
1655136776,D,Pressure,100689.0
1655136776,D,Gas,743.656005859375
1655136776,D,Accelerometer,0.0
1655136776,D,Light,559.0
1655136776,D,MIC,3.0
1655136776,D,RSSI,62.0
1655136777,A,Temperature,23.13500022888184
1655136777,A,Humidity,34.02600143432617
1655136777,A,Pressure,100651.0
1655136777,A,Gas,530.1610107421875
1655136777,A,Accelerometer,0.0
1655136777,A,Light,2355.0
1655136777,A,MIC,3.0
1655136777,A,RSSI,78.0
1655136777,H,Temperature,22.125999908447266
1655136777,H,Humidity,32.64099884033203
1655136777,H,Pressure,100675.0
1655136777,H,Gas,1596.2850341796875
1655136777,H,Accelerometer,0.0
